Id	Handle	Title as Cymraeg	Title as English	Subtitle as Cymraeg	Subtitle as English	Emojis	Tags	Email	Phone Global Prefix	Phone Local Prefix	Phone Base	Website URL	Facebook URL	Instagram URL	YouTube URL	TikTok URL	Twitter URL	Street	City/Town/Etc	District/County/Etc	Province/State/Etc	Postcode	Country Code	Latitude	Longitude
b74060a1e51a694f9e32d5982fdd922b	stpadarnschurch		Eglwys St Padarns Church	Mae Eglwys Padarn Sant yn Esgobaeth Tyddewi wedi bod yn safle ar gyfer addoliad Gristnogol ers y 6ed ganrif.	The church of S. Padarn in the Diocese of Saint Davids a focus for Christian worship dating back to the 6th Century.	⛪		vicarage.llanbadarn@gmail.com	44	0	1970 624638	https://stpadarns-llanbadarn.org.uk/	https://facebook.com/eglwysstpadarnschurch	https://instagram.com/stpadarnschurch				1 Heol-Y-Llan, Llanbadarn Fawr	Aberystwyth	Ceredigion	Wales	SY23 3SE	UK	52.4091025	-4.0610213
fbc8ee1fe64ba68bbb68aa8b5ff4248c	rheidolrailway		The Vale of Rheidol Railway	Un o'r rheilffyrdd stêm mwyaf golygfaol yn y DU; cludo teithwyr rhwng Aberystwyth a Phontarfynach ym Mynyddoedd Cambria, Cymru.	One of the most scenic steam railway's in the UK; carrying passengers between Aberystwyth and Devil's Bridge in the Cambrian Mountains, Wales.	🏞🏫🛤🏛		info@rheidolrailway.co.uk	44	0	1970 625819	https://www.rheidolrailway.co.uk/	https://facebook.com/rheidolrailway	https://instagram.com/rheidolrailway				Vale of Rheidol Railway, Park Avenue	Aberystwyth	Ceredigion	Wales	SY23 1PG	UK	52.411123	-4.079114
faafe2b4ce8cf4139ae5ce77c34eaccc	rheidolridingcentre		Rheidol Riding Centre	Canolfan Farchogaeth, Hyfforddi ac Arholi a Gymeradwywyd gan Gymdeithas Ceffylau Prydain	British Horse Society Approved Riding, Training and Examination Centre	🏞🏇		rheidolridingcentre@gmail.com	44	0	1970 880863	https://rheidol-riding-centre.co.uk						Capel Bangor	Aberystwyth	Ceredigion	Wales	SY23 4EL	UK	52.3951967	-3.9799709
dd6eed29a8dd645d7790a614232485ca	harleysaberystwyth		Harley's Bar Aberystwyth	Lleoliad cerddoriaeth, bar, clwb. Rhan annatod o'ch noson allan yn Aber.	Music venue, bar, club. An integral part of your night out in Aber.	💧🍺🪩🌃🎵			44	0			https://facebook.com/profile.php?id=100094230442427	https://instagram.com/harleys_aber				21 Eastgate , Aberystwyth, United Kingdom	Aberystwyth	Ceredigion	Wales	SY23	UK	52.4151552	-4.0855971
3c0f40057e160d67350a4ead30444851	thehoptimistaberystwyth		The Hoptimist	Aberystwyth Lleoliad Un ar gyfer Gwylio Chwaraeon!	Aberystwyth's Number One Venue for Watching Sport!	💧🍺🏆			44	0			https://facebook.com/TheHoptimistAber	https://instagram.com/thehoptimistaberystwyth				Alexandra Rd	Aberystwyth	Ceredigion	Wales	SY23 1LE	UK	52.413959	-4.0827059
f65d4e117f2c6b1efa7182d13a72a1a0	theacademyaber		The Academy Aber	Clwb nos poethaf Aberystwyth! Brolio rhai o'r DJs gorau o Lundain i Ibiza!	Aberystwyths hottest nightclub! Boasting some of the best DJs from London to Ibiza!	💧🏫🪩🌃		Aberystwythacademy@gmail.com	44	0	7476 902656		https://facebook.com/academyaber	https://instagram.com/theacademyaber				Great Darkgate St	Aberystwyth	Ceredigion	Wales	SY23 1DE	UK	52.4142348	-4.0857228
663dfed8d2936387575f09d75acdd647	antalyarestaurantaberystwyth		Antalya Restaurant	Bwyty Twrcaidd a Bwydlen Bar	Turkish Restaurant And Bar Menu	🍅🍽🇹🇷			44	0	1970 630752		https://facebook.com/antalyarestaurantaber	https://instagram.com/antalya_restaurant_aberystwyth				35 Pier St	Aberystwyth	Ceredigion	Wales	SY23 2LN	UK	52.4154314	-4.0869345
d91c9972175c76a3175537ad379a2b2c	ambassadorsaberystwyth		Ambassadors Aberystwyth	Parlwr hufen iâ mwyaf a gorau, eitemau traeth ac anrhegion Cymreig yn Aberystwyth!	Biggest and best ice cream parlour, beach items and welsh gifts in Aberystwyth!	🍅🍦🛍🎁		ambassadorsaber@gmail.com	44	0			https://facebook.com/ambassadorsaber	https://instagram.com/ambassadorsaberystwyth					Aberystwyth	Ceredigion	Wales	SY23	UK	52.415303	-4.08292
14f6000fa7b9de7502112f26d6b12f51	castlehotelaberystwyth		Castle Hotel	Gwesty moethus wedi'i adfer 100m o'r traeth ym mhrifddinas ddiwylliannol Cymru, Aberystwyth. Dim ond tafliad carreg i ffwrdd o'r castell, y marina a'r harbwr.	Restored luxury hotel situated 100m from the beach in the cultural capital of Wales, Aberystwyth. Just a stones throw away from the castle, marina and harbour.	🛎💧🍺🎱🎵		info@castlehotelaberystwyth.co.uk	44	0	1970 612188	https://castlehotelaberystwyth.co.uk	https://facebook.com/castlehotelaber	https://instagram.com/castlehotelaberystwyth				outh Road	Aberystwyth	Ceredigion	Wales	SY23 1JW	UK	52.4123259	-4.0879936
02f45040333164381ffd9ee5481d659b	commodorecinemaaber		Commodore Cinema	Sinema annibynnol gyda sgrin sengl yn dangos y datganiadau prif ffrwd diweddaraf, ynghyd â bar lolfa.	Independent cinema with single screen showing the latest mainstream releases, plus a lounge bar.	🏫🎥			44	0	1970 612421	https://www.commodorecinema.com/	https://facebook.com/commodorecinemaaber	https://instagram.com/commodorecinemaaber				Bath St	Aberystwyth	Ceredigion	Wales	SY23 2NN	UK	52.4169314	-4.0835903
e5b70b32cc71197fe0bd64ae35a64102	libanus1877		Libanus 1877	Mae Libanus 1877 yn cynnig cyfle unigryw i chi weld blockbuster mewn moethusrwydd llwyr!	Libanus 1877 offers you a unique opportunity to view a blockbuster in complete luxury!	🏫🎥		libanus1877@icloud.com	44	0	1970 871042	https://libanus1877.com	https://facebook.com/libanus1877	https://instagram.com/libanus1877				Gerlan Chapel, High St	Borth	Ceredigion	Wales	SY24 5JA	UK	52.4878972	-4.0511302
59d6e9c40268c0375915bcdb2e59559f	aberdabbadoo		Aberdabbadoo	Cyflenwr teithiau cerdded celfydd yn Aber.	Deliverer of arty walks in Aber.	🏞🥾🎭		alisonpierse@gmail.com	44	0	7807 699118	https://aberdabbadoo.com/about/	https://facebook.com/aberdabbadoo	https://instagram.com/aber_dabbadoo					Aberystwyth	Ceredigion	Wales	SY23	UK	52.415303	-4.08292
8c4c66ef5184293c12b67e87c1889e0f	forestbathingandmindfulness.com		Aberystwyth Nature Connection & Forest Bathing	Ymdrochi yn y goedwig - o'r Japaneaidd Shinrin Yoku - Ymwybyddiaeth Ofalgar mewn Natur ar gyfer iechyd a lles	Forest bathing - from the Japanese Shinrin Yoku - Mindfulness in Nature for health and wellbeing	🏞🥾		lucyforestbathing@gmail.com	44	0	7887 642887	https://forestbathingandmindfulness.com	https://facebook.com/ForestBathingwithLucy						Aberystwyth	Ceredigion	Wales	SY23	UK	52.415303	-4.08292
597156c5079cdcb5e0d415cd33f0eaec	ybeicchai	Y Beic Chai	The Chai Bike	Merch o Aberystwyth yn dosbarthu chai ar ei beic e-cargo.	Aberystwyth girl delivering chai via her e-cargo bike.	🏞☕🏳‍🌈		ybeicchai@gmail.com	44	0		https://linktr.ee/ybeicchai	https://facebook.com/profile.php?id=100089304585181	https://instagram.com/ybeicchai				The Bandstand, Marine Terrace	Aberystwyth	Ceredigion	Wales	SY23 2BY	UK	52.4176156	-4.0847737
607f5aa9d4f57ba6db695b2dc97a220c	gayberystwythbooks		Gayberystwyth Books	llyfrau LHDT.	LGBT books.	🛍📚🏳‍🌈		gayberystwyth@gmail.com	44	0	7975 756875		https://facebook.com/p/Gayberystwyth-Books-61553129895437/	https://instagram.com/gayberystwyth_books				Unit 8, Aberystwyth Market Hall, Great Darkgate Street	Aberystwyth	Ceredigion	Wales	SY23 1DW	UK	52.4136681	-4.0866994
0d77b4953b108d711d2575fd2ccf2cc7	bottleandbarrel		Bottle & Barrel	Bar hamddenol gyda chwrw crefft mawr, gwinoedd a dewis gin.	Relaxed bar with a large craft beer, wines and gin selection.	💧🍺🍷		bar@bottleandbarrel.cymru	44	0	1970 625888	http://www.bottleandbarrel.cymru/	https://facebook.com/bottlebarrelaber	https://instagram.com/bottle_barrel				14 Cambrian Place	Aberystwyth	Ceredigion	Wales	SY23 1NB	UK	52.41475	-4.0828272
2a26daf32596364e8f3e56a5277d9440	tyseidr	Tŷ Seidr Siop Bar a Botel	Tŷ Seidr Bar & Bottle Shop	Siop Cider Bar a Botel gydag awyrgylch groesawgar lle gallwch arogli'r cyfuniad perffaith o gemau bwrdd a bwydlen cwrw seidr a chrefft helaeth.	Cider bar & bottle shop with a welcoming atmosphere where you can savor the perfect combination of board games & extensive cider and craft beer menu.	💧🍺🐶🃏		tyseidr@gmail.com	44	0	1970 615662	https://www.tyseidr.cymru/	https://www.facebook.com/tyseidr/	https://www.instagram.com/tyseidr/			https://twitter.com/tyseidr	16 Corporation St	Aberystwyth	Ceredigion	Wales	SY23 2BT	UK	52.415901	-4.0847676
73db2b357cf8065b2de64594ce617813	iriesaber		Irie's Rum Bar	Digwyddiadau blasu, clwb gwyddbwyll wythnosol, a naws gyfeillgar.	Tasting events, weekly chess club, and a friendly vibe.	💧🍸🍺		studioirie@gmail.com	44	0	1970 623228		https://facebook.com/IriesAber	https://instagram.com/iriesaber				Thespian Street	Aberystwyth	Ceredigion	Wales	SY23 2JW	UK	52.4156973	-4.0800639
201cf906c0c9ab30ec3200767eab9ba0	vintagevibeswales		Vintage Vibes	Darparu Aberystwyth a thu hwnt gyda'r vintage GORAU am filltiroedd!!! Llaw wedi'i ddewis gyda ❤️	Providing Aberystwyth and beyond with the BEST vintage for miles!!! Hand selected with ❤️	🛍👚		vintagevibeswales@gmail.com	44	0	7468 844435		https://facebook.com/vintagevibesaber	https://instagram.com/vintage_vibes_wales				52 Terrace Rd	Aberystwyth	Ceredigion	Wales	SY23 2AQ	UK	52.4163306	-4.0841596
b5482321a6febbf9e06a90c084ca8d68	bootsuk		Boots	Fferyllfa	Pharmacy	🛍🌼💊			44	0	1970 612292	https://www.boots.com/	https://facebook.com/BootsUK	https://instagram.com/bootsuk				55-57 Terrace Rd	Aberystwyth	Ceredigion	Wales	SY23 2AF	UK	52.4164194	-4.0838141
0fed71f7c5720f8f037e64dd69eeb354	bronglaisfriends		Bronglais Hospital	Damweiniau ac Achosion Brys, Uned Mân Anafiadau, a Mwy	Accident and Emergency, Minor Injuries Unit, and More	🌼🏥			44	0	1970 623131	https://hduhb.nhs.wales/healthcare/hospitals-and-centres/hospitals/bronglais-hospital/	https://facebook.com/HywelDdaHealthBoard	https://instagram.com/bronglaisfriends				Caradog Road	Aberystwyth	Ceredigion	Wales	SY23 1ER	UK	52.4156975	-4.0711888
90a2548fff84e98f127a79ef53d7f06e	aberystwythbandstand		Aberystwyth Bandstand	Digwyddiadau ar y Promenâd	Events on the Promendade	📅🎵🖼			44	0		http://www.aberystwyth.gov.uk/en/leisure/bandstand	https://facebook.com/pages/Aberystwyth-Bandstand/211979645627318	https://instagram.com/aberystwythbandstand				Marine Terrace	Aberystwyth	Ceredigion	Wales	SY23 2BY	UK	52.4173023	-4.0843674
cf65b066d16346fcf9c503236d3c8027	ygornel	Y Gornel		Coffi | Brecwast | Cinio | Bwyty	Coffee | Breakfast | Lunch | Restaurant	💧☕🍅🍽		ygornel22@gmail.com	44	0	1970 634357		https://facebook.com/YGornelAberystwyth	https://instagram.com/ygornel				11 Princess St	Aberystwyth	Ceredigion	Wales	SY23 1DX	UK	52.4135267	-4.0864841
cbc40e3cf78b5646b2829080f8e3c0e6	bar46aber		Bar 46	🍺 Bar Chwaraeon 🎤 Cerddoriaeth Fyw & DJs 🍔 Bwyd 🖥 Dros 10 teledu 🎱 Pool 🎯 Darts 🧱 Jenga 🎮 Play Station	🍺 Sports Bar 🎤 Live Music & DJs 🍔 Food 🖥 Over 10 TVs 🎱 Pool 🎯 Darts 🧱 Jenga 🎮 Play Station	💧🍺🍅🍽🍔🎱🎯👾		Bar46.stephens@gmail.com	44	0	7399 011769		https://facebook.com/bar46aber	https://instagram.com/bar46aber				46 Bridge St	Aberystwyth	Ceredigion	Wales	SY23 1QB	UK	52.4123819	-4.0852386
8142d2e725c4380d137eeadf6a15fb14	starbucks		Starbucks Aberystwyth	Siop goffi	Coffeeshop	💧☕			44	0	1970 624977	https://starbucks.co.uk	https://facebook.com/sbucksaber	https://instagram.com/starbucks				49 Great Darkgate St	Aberystwyth	Ceredigion	Wales	SY23 1DW	UK	52.4141599	-4.0863369
e4d476ec4999adb660eec3b578c1ad73	ultracomida		Ultracomida Aberystwyth	Mae ultracomida yn gadwyn fach, annibynnol o siopau sy'n arbenigo mewn bwyd o Gymru, Sbaen a Ffrainc.	ultracomida is a small, independent chain of shops specialising in food from Wales, Spain, and France.	💧🍷🍅🥪🇪🇸🇫🇷		shoporders@ultracomida.co.uk	44	0	1970 630686	https://ultracomida.co.uk/	https://facebook.com/ultracomidadelicatessen	https://instagram.com/ultracomida				31 Pier St	Aberystwyth	Ceredigion	Wales	SY23 2LN	UK	52.4152691	-4.0868081
1ca214fb9f174782982ff6dce2e6a086	pennaucrafts		Pennau Crafts & Coffee Shop	Mae Siop Grefftau a Choffi Pennau, bedair milltir i’r gogledd o Aberystwyth, wedi bod yn denu ymwelwyr gyda choginio cartref o safon ac anrhegion Cymreig unigryw ers 1983.	Pennau Craft & Coffee Shop, four miles North of Aberystwyth, has been tempting visitors with quality home cooking and unique Welsh gifts since 1983.	💧☕🛍🎁		pennaucrafts@gmail.com	44	0	1970 820050	https://www.pennau.co.uk	https://facebook.com/PennauCraft	https://instagram.com/pennau_crafts				Bow Street	Carmarthenshire	Ceredigion	Wales	SY24 5AA	UK	52.4537416	-4.0195183
e798958cefa021a7331f2c0e67e66ba8	bmocoaching		BMO Coaching	Nod ysbrydoli, ymgysylltu ac addysgu'r gymuned leol trwy bŵer chwaraeon.	Aiming to inspire, engage and educate the local community through the power of sport.	🌼💪🎽🎈		info@bmocoaching.co.uk	44	0	7812 410392	https://bmocoaching.co.uk/	https://www.facebook.com/BMOcoaching	https://www.instagram.com/BMOcoaching					Aberystwyth	Ceredigion	Wales	SY23	UK		
ac37ce29f03e65c12c8f1a2ae97d354c	clivecontinentalmenswear		Clive Continental Menswear	Dillad Dynion o Ansawdd Uchel	High Quality Menswear Outfitters	🛍👚		sales@clivemenswear.co.uk	44	0	1970 617531	https://clivemenswear.co.uk	https://facebook.com/CliveMenswear	https://instagram.com/clive_continental_menswear				43/45 Terrace Rd	Aberystwyth	Ceredigion	Wales	SY23 2AE	UK	52.4159631	-4.0834695
b7c0ef056eab9b64bb789a07d7338964	aberdashery		Aberdashery	Siop ffabrig yng nghanol Aberystwyth sy'n gwerthu ffabrigau hardd o ansawdd uchel ar gyfer gwniadwaith, cwiltio, clustogwaith, trimins a llawer mwy.	A fabric shop in the heart of Aberystwyth selling beautiful high quality fabrics for dressmaking, quilting, upholstery, trimmings & lots more.	🛍🧶		Info@aberdashery.com	44	0	1970 358591	https://www.aberdashery.com/	https://facebook.com/Aberdasheryfabrics	https://instagram.com/aberdashery				8 Market St	Aberystwyth	Ceredigion	Wales	SY23 1DL	UK	52.4146559	-4.0855526
9e28abb36729c7b9e60761f445ed107a	herdandywolf08		Her Dandy Wolf	Siop Ffordd o Fyw	Lifestyle Shop • Woman Man Child Home	🛍👚		hello@herdandywolf.co.uk	44	0	1970 624435	https://www.herdandywolf.co.uk	https://facebook.com/her.d.wolf	https://instagram.com/herdandywolf08				6 Market St	Aberystwyth	Ceredigion	Wales	SY23 1DL	UK	52.4146063	-4.0854812
3ffb7fc18b45acf8a1d8ab0125b5a2b0	maeth.wholefoods		Maeth Y Meysydd	🍊 Siop bwyd cyfan yn Aberystwyth 🚚 Rydyn ni'n dosbarthu nwyddau cartref	🍊 Whole food shop in Aberystwyth 🚚 We do home deliveries	🍅🛒		Maethymeysydd@hotmail.com	44	0	1970 612946		https://facebook.com/Maeth-y-Meysydd-520882167948069	https://instagram.com/maeth.wholefoods				16 Chalybeate Street	Aberystwyth	Ceredigion	Wales	SY23 1HX	UK	52.4143087	-4.0833544
dc93e1837897f63704a9a94a5d820708	jonahsaber	Marchnad Bysgod	Jonah's Fishmarket	Marchnad Pysgod Ffres	Fresh Fish Market	🍅🐟		info@jonahsfish.co.uk	44	0	1970 615492	https://www.jonahsfish.co.uk	https://facebook.com/JonahsFishMarket	https://instagram.com/jonahsaber				10A Cambrian Place	Aberystwyth	Ceredigion	Wales	SY23 1NT	UK	52.4146799	-4.0830473
a9da9a12cb611da792d78dab3eff4d4b	aberystwythgolf		Aberystwyth Golf Club	Cwrs gwych Harry Vardon, yn cynnig golygfeydd godidog dros fae Aberteifi a thref myfyrwyr fywiog Aberystwyth.	A superb Harry Vardon course, offering stunning views over cardigan bay and the vibrant student town of Aberystwyth.	🏞⛳		secretary@aberystwythgolfclub.com	44	0	1970 615104	https://aberystwythgolfclub.com	https://facebook.com/AberystwythGolfClub	https://instagram.com/aberystwythgolf				Brynymor Road	Aberystwyth	Ceredigion	Wales	SY23 2HY	UK	52.4225209	-4.0764809
c71ccc0bd5aa7fb547d285f549dcf38c	awakenyourintuition		Rachel Harvey Yoga	Cyfuniad hudol o ioga, rheoleiddio'r system nerfol a doethineb cylchol.	A magical combination of yoga, nervous system regulation and cyclical wisdom.	🌼🧑‍⚕️🧘		rachelharveyyoga@gmail.com	44	0		https://www.rachelharveyyoga.com/	https://facebook.com/rachelharveyyoga	https://instagram.com/awaken_your_intuition					Aberystwyth	Ceredigion	Wales	SY23	UK	52.415303	-4.08292
4fa1d437c9c72c5de232bf2e843b28b5	aciwbigo	Siwan Morus		Myfyrdod Qigong Aciwbigo	Acupuncture Qigong Meditation	🌼👩‍⚕️		siwanmor@gmail.com	44	0		https://www.aciwbigo.com	https://facebook.com/profile.php?id=100010404546801						Aberystwyth	Ceredigion	Wales	SY23	UK	52.415303	-4.08292
1d360be012f5ad2ac1823397d5e99ac7	ycwpsthecoopersarms	Y Cŵps	The Coopers Arms	Myfyriwr-lleol i lawr y grisiau, lleoliad cerddoriaeth a chelfyddyd i fyny'r grisiau. Cefnogi'r sîn gerddoriaeth DIY leol.	Student-local downstairs, music and arts venue upstairs. Supporting the local DIY music scene.	💧🍺🎵🌃		sid@theresthatdog.com	44	0			https://facebook.com/AberystwythCwps	https://instagram.com/y-cwps-the-coopers-arms				2 Pound Pl	Aberystwyth	Ceredigion	Wales	SY23 1LX,	UK	52.4158543	-4.0780247
4ecb63f599ed9449137355c72251403d	ecohubaber	Hwb Eco Aber	Eco Hub Aber	Lle i rannu syniadau… Lle i gydweithio…	A place to share ideas… A place to co-work together…	🧑‍💻️🚲		ecohubaber@gmail.com	44	0		https://ecohubaber.com	https://facebook.com/ecohubaber	https://instagram.com/ecohubaber				The Arcade, 5 Bath St	Aberystwyth	Ceredigion	Wales	SY23 2AQ	UK	52.4165772	-4.0839291
418f73f112040cbb935e7933a7bda33a	misha.and.the.kings		Misha and the Kings	Band indie roc 4 darn 🎸 wedi ei leoli yng Nghymru📍🏴󠁧󠁢󠁷󠁬󠁳󠁿	4 piece indie rock band 🎸 based in Wales, UK📍🇬🇧🏴󠁧󠁢󠁷󠁬󠁳󠁿	🎸		hello@mishaandthekings.co.uk	44	0				https://instagram.com/misha.and.the.kings					Aberystwyth	Ceredigion	Wales	SY23	UK	52.415303	-4.08292
02661b61399b00d83c52047bbf4642af	paperwingduo		PaperWing	Deuawd acwstig bach gyda sain MAWR! Chrissii Wing a Tim Barratt sydd wedi'u lleoli yng Ngorllewin Cymru	A small acoustic duo with a BIG sound! Chrissii Wing & Tim Barratt based in West Wales	🎸		paperwingduo@live.co.uk	44	0	7790 000475		https://facebook.com/paperwingduo	https://instagram.com/paperwingduo					Aberystwyth	Ceredigion	Wales	SY23	UK	52.415303	-4.08292
5e52798ae6c290df66493583b294bb92	therefreshers		The Refreshers	Band grwfi'r 80au	Groovy '80's band	🎸							https://www.facebook.com/groups/6613234735399776												
21dba10679a46bc7fc5016b693f129ff	aberystwyth-castle-walk		Aberystwyth Castle Walk - 0.8 km	Mae'r daith fer hon wedi'i chanoli o amgylch Castell Aberystwyth. Mae hon yn gaer Edwardaidd a adeiladwyd mewn ymateb i ryfel cyntaf Cymru ar ddiwedd y 13eg ganrif. Disodlodd gaer gynharach ychydig i'r de a rheolaeth arni bob yn ail rhwng y Gymraeg a'r Saesneg yn ystod ei hanes. Troodd Charles I yn bathdy ym 1637 a chynhyrchu swllt arian ac yn 1649 cafodd ei sleftio gan Oliver Cromwell. Taith gerdded ddiddorol gyda llawer o hanes i'w gwerthfawrogi.	This short walk is centred around Aberystwyth Castle. This is an Edwardian fortress that was built in response to the First Welsh War in the late 13th century. It replaced an earlier fortress slightly south and control of it alternated between the Welsh and English during its history. Charles I turned it into a mint in 1637 and produced silver shillings and in 1649 it was slighted by Oliver Cromwell. An interesting stroll with much history to appreciate.	🏞🥾						https://www.alltrails.com/en-gb/trail/wales/ceredigion/aberystwyth-castle													
07c12bb5b0459049fde4a093e79b4538	aberystwyth-loop-to-constitution-hill-walk		Aberystwyth Loop to Constitution Hill Walk - 5.5 km	Mae hwn yn llwybr crwn hyfryd yn Aberystwyth sy'n dechrau ar lan y môr ac yn ymweld â phen Woods ar frig y Cyfansoddiad Hill a Penglais. Mae'r llwybr hwn yn arbennig o brydferth yn y gwanwyn pan fydd y blodau gwyllt yn eu blodau. Mae'r llwybr hwn yn gymharol wastad ac addas ar gyfer ystod eang o oedrannau a lefelau ffitrwydd. Gall y llwybr hwn fod yn fwdlyd ar ôl glaw, felly argymhellir esgidiau gwrth -ddŵr. Efallai y byddwch chi'n dod ar draws da byw ar hyd y llwybr hwn felly cynghorir arweinwyr os dewch â'ch ci.	This is a lovely circular route in Aberystwyth that begins on the seaside and visits the top of Constitution Hill and Penglais Woods. This trail is especially beautiful in spring when the wildflowers are in bloom. This route is relatively flat and suitable for a wide range of ages and fitness levels. This route may be muddy after rain, so waterproof shoes are recommended. You may encounter livestock along this route so leads are advised if you bring your dog.	🏞🥾						https://www.alltrails.com/en-gb/trail/wales/ceredigion/aberystwyth-loop-to-constitution-hill													
9f8388f3d544a9c12935bf842b4d50fd	ceredigion-coast-path-from-aberystwyth-to-ynyslas-walk		Ceredigion Coast Path from Aberystwyth to Ynyslas Walk - 15.9 km	Mae llwybr arfordir Ceredigion yn llwybr troed pellter hir, pellter hir ar arfordir Ceredigion yng Nghymru. Yn ei gyfanrwydd, mae'n 96 cilomedr (60 milltir) o hyd, yn rhedeg ar hyd arfordir Bae Aberteifi o Aberteifi i Ynyslas. Mae'r darn hwn yn mynd â chi o Aberystwyth i Ynyslas, gan gynnig golygfeydd godidog ar draws Bae Aberteifi ac Aber Dovey. Gan ddechrau yn Aberystwyth, dilynwch y ffordd heibio'r hen harbwr i Traath Y de (Traeth y De) a pharhewch ar y llwybr o amgylch tir y castell.	The Ceredigion Coast Path is a waymarked, long-distance footpath on the coast of Ceredigion in Wales. In its entirety, it is 96 kilometres (60 miles) in length, running along the coast of Cardigan Bay from Cardigan to Ynyslas. This stretch takes you from Aberystwyth to Ynyslas, offering stunning views across Cardigan Bay and the Dovey Estuary. Starting in Aberystwyth, follow the road past the Old Harbour to Traeth y De (South Beach) and continue on the path around the Castle Grounds.	🏞🥾						https://www.alltrails.com/en-gb/trail/wales/ceredigion/ceredigion-coast-path-aberystwyth-to-ynyslas													
e70201a99cf635ddece5d70feb320077	constitution-hill-walk		Constitution Hill Walk - 1.6 km	Mae hon yn daith fer fendigedig i fyny Hill Constitution. Bydd gennych olygfeydd hyfryd o Aberystwyth ac mae'r arfordir yn ffurfio'r brig. Efallai y bydd rhannau o'r llwybr hwn wedi gordyfu mewn rhai tymhorau cyn y cynghorir pants hir. Mae'r llwybr hwn yn gymharol wastad ac addas ar gyfer ystod eang o oedrannau a lefelau ffitrwydd. Edrychwch ar y caffi, camera obscura, a rheilffordd Cliff ar y brig!	This is a wonderful short walk up Constitution Hill. You will have lovely views of Aberystwyth and the coast form the top. Parts of this trail may be overgrown in certain seasons so long pants are advised. This route is relatively flat and suitable for a wide range of ages and fitness levels. Check out the cafe, camera obscura, and Cliff Railway at the top!	🏞🥾						https://www.alltrails.com/en-gb/trail/wales/ceredigion/constitution-hill													
d7d6d2f1ff746b74ffed80ea985e06c5	devils-bridge-nature-falls-trail-walk		Devil's Bridge Nature Falls Trail Walk - 1.0 km	Mae'r llwybr hardd hwn ym mhont Devil yn arwain ymwelwyr trwy'r ceunant coediog serth hwn ym Mynyddoedd Cambrian. Mae'r daith gerdded gylchol 45 munud yn cynnwys 675 o risiau serth, anwastad sy'n eich arwain i lawr y Ceunant Rheidol ac yn ôl i fyny'r ochr arall gyda golygfeydd syfrdanol o raeadr dal Mynach dal. Ar y ffordd yn ôl i fyny, gallwch sefyll yn ogof y lladron a chyffwrdd â'r rhaeadr o'r safbwynt decio os yw wedi bod yn bwrw glaw yn drwm iawn cyn eich ymweliad.	This beautiful route in Devil's Bridge leads visitors through this steep wooded gorge within the Cambrian Mountains. The circular 45-minute walk consists of 675 steep, uneven steps that lead you down the Rheidol Gorge and back up the other side with breathtaking views of the tall Mynach waterfall. On the way back up, you can stand in the robbers' cave and touch the waterfall from the decking viewpoint if it's been raining very heavily prior to your visit.	🏞🥾						https://www.alltrails.com/en-gb/trail/wales/ceredigion/devil-s-bridge-falls-nature-trail													
f7d94cdcab68a8f1b2ccf16d4d70fab8	nant-y-moch-to-plynlimmon-fawr-walk		Nant y Moch to Plynlimmon Fawr Walk - 14.0 km	Dyma lwybr gyda rhai llethrau i fyny egnïol ond bydd yn rhoi gwobr golygfeydd pellgyrhaeddol, trawiadol iawn. Gall fod yn wlyb dan draed ar ôl glaw a chyda'r bryniau, byddwch chi eisiau esgidiau solet. Mae'r golygfeydd trwy gydol y daith gerdded, nid ar y pwyntiau uchaf yn unig, yn drawiadol iawn. Dewch â byrbryd, dŵr a chamera (neu ffôn) i wneud y gorau ohono.	Here is a route with some strenuous upward inclines but will give the reward of far reaching, very striking views. It can be wet underfoot after a rain and with the hills, you will want solid footwear. The scenery throughout the walk, not just at the highest points, is really impressive. Bring a snack, water and a camera (or phone) to make the most of it.	🏞🥾						https://www.alltrails.com/en-gb/trail/wales/ceredigion/nant-y-moch-to-plynlimmon-fawr													
dcc2ace52ede37ff75aede69a1684a57	pumlumon-summit-walk		Pumlumon Summit Walk - 12.6 km	Yma bydd gennych heic gymedrol sy'n mynd â chi o'r A44 i gopa Plynlimon. Mae'n daith gerdded bert gyda golygfeydd gwych yn edrych ar draws y tir agored i lawr i'r gronfa islaw. Ar gyfer yr anturus iawn, gallwch barhau ymhellach o uwchgynhadledd Plynlimon a gwneud eich ffordd i ben pumlumon sy'n uwchgynhadledd arall ychydig bellter ymhellach i'r dwyrain.	Here you will have a moderate hike that takes you from the A44 to the summit of Plynlimon. It is a pretty walk with fantastic views looking across the open land down to the reservoir below. For the very adventurous, you can continue further from the summit of Plynlimon and make your way to Pen Pumlumon which is another summit a short distance further east.	🏞🥾						https://www.alltrails.com/en-gb/trail/wales/ceredigion/pumlumon-summit													
c3505f4d77ff7f0a9549a6d8bf531c98	llyn-pendam-circular-walk		Llyn Pendam Circular Walk - 3.7 km			🏞🥾						https://www.alltrails.com/en-gb/trail/wales/ceredigion/llyn-pendam-circular													
